kraj,płeć,wiek,rok,wystąpień
GT,f,15-24,1995,224.0
GT,f,15-24,1996,214.0
GT,f,15-24,1997,228.0
GT,f,15-24,1998,203.0
GT,f,15-24,1999,229.0
GT,f,15-24,2000,199.0
GT,f,15-24,2001,180.0
GT,f,15-24,2002,192.0
GT,f,15-24,2003,186.0
GT,f,15-24,2004,278.0
GT,f,15-24,2005,339.0
GT,f,15-24,2007,163.0
GT,f,15-24,2008,199.0
GU,f,15-24,2000,3.0
GU,f,15-24,2001,2.0
GU,f,15-24,2002,1.0
GU,f,15-24,2003,3.0
GU,f,15-24,2004,0.0
GU,f,15-24,2005,3.0
GU,f,15-24,2006,0.0
GU,f,15-24,2007,0.0
GU,f,15-24,2008,1.0
GW,f,15-24,1996,49.0
GW,f,15-24,2000,30.0
GW,f,15-24,2002,80.0
GW,f,15-24,2003,97.0
GW,f,15-24,2004,87.0
GW,f,15-24,2005,78.0
GW,f,15-24,2006,82.0
GW,f,15-24,2008,85.0
GY,f,15-24,1995,5.0
GY,f,15-24,1996,8.0
GY,f,15-24,1997,9.0
GY,f,15-24,1998,32.0
GY,f,15-24,2000,11.0
GY,f,15-24,2001,6.0
GY,f,15-24,2002,32.0
GY,f,15-24,2003,35.0
GY,f,15-24,2004,35.0
GY,f,15-24,2005,41.0
GY,f,15-24,2006,15.0
GY,f,15-24,2007,20.0
GY,f,15-24,2008,20.0
HK,f,15-24,1997,85.0
HK,f,15-24,1999,85.0
HK,f,15-24,2000,65.0
HK,f,15-24,2001,88.0
HK,f,15-24,2002,97.0
HK,f,15-24,2003,88.0
HK,f,15-24,2004,97.0
HK,f,15-24,2005,67.0
HK,f,15-24,2006,59.0
HK,f,15-24,2007,59.0
HK,f,15-24,2008,65.0
HN,f,15-24,1995,208.0
HN,f,15-24,1996,167.0
HN,f,15-24,1997,166.0
HN,f,15-24,1998,206.0
HN,f,15-24,1999,214.0
HN,f,15-24,2000,21.0
HN,f,15-24,2001,25.0
HN,f,15-24,2002,23.0
HN,f,15-24,2003,15.0
HN,f,15-24,2004,13.0
HN,f,15-24,2005,219.0
HN,f,15-24,2006,206.0
HN,f,15-24,2007,185.0
HN,f,15-24,2008,152.0
HR,f,15-24,1995,50.0
HR,f,15-24,1997,43.0
HR,f,15-24,1998,44.0
HR,f,15-24,1999,14.0
HR,f,15-24,2001,32.0
HR,f,15-24,2002,18.0
HR,f,15-24,2003,14.0
HR,f,15-24,2004,18.0
HR,f,15-24,2005,12.0
HR,f,15-24,2006,16.0
HR,f,15-24,2008,11.0
HT,f,15-24,1996,417.0
HT,f,15-24,1997,760.0
HT,f,15-24,1998,827.0
HT,f,15-24,1999,919.0
HT,f,15-24,2000,914.0
HT,f,15-24,2001,882.0
HT,f,15-24,2002,980.0
HT,f,15-24,2003,1114.0
HT,f,15-24,2004,1146.0
HT,f,15-24,2005,1097.0
HT,f,15-24,2006,1113.0
HT,f,15-24,2007,1261.0
HT,f,15-24,2008,1272.0
HU,f,15-24,1996,30.0
HU,f,15-24,1997,9.0
HU,f,15-24,1998,13.0
HU,f,15-24,1999,17.0
HU,f,15-24,2000,7.0
HU,f,15-24,2001,10.0
HU,f,15-24,2002,9.0
HU,f,15-24,2003,16.0
HU,f,15-24,2004,6.0
HU,f,15-24,2005,5.0
HU,f,15-24,2006,17.0
HU,f,15-24,2007,12.0
HU,f,15-24,2008,11.0
ID,f,15-24,1995,160.0
ID,f,15-24,1996,860.0
ID,f,15-24,1997,1305.0
ID,f,15-24,1998,2674.0
ID,f,15-24,1999,3595.0
ID,f,15-24,2001,5213.0
ID,f,15-24,2002,7366.0
ID,f,15-24,2003,8734.0
ID,f,15-24,2004,11509.0
ID,f,15-24,2005,13916.0
ID,f,15-24,2006,14377.0
ID,f,15-24,2007,13371.0
ID,f,15-24,2008,13987.0
IE,f,15-24,1998,5.0
IE,f,15-24,1999,9.0
IE,f,15-24,2000,13.0
IE,f,15-24,2001,4.0
IE,f,15-24,2002,4.0
IE,f,15-24,2003,4.0
IE,f,15-24,2004,10.0
IE,f,15-24,2005,9.0
IE,f,15-24,2006,11.0
IE,f,15-24,2007,14.0
IE,f,15-24,2008,12.0
IL,f,15-24,1996,8.0
IL,f,15-24,1997,16.0
IL,f,15-24,1998,9.0
IL,f,15-24,1999,4.0
IL,f,15-24,2000,11.0
IL,f,15-24,2001,6.0
IL,f,15-24,2002,19.0
IL,f,15-24,2003,13.0
IL,f,15-24,2004,4.0
IL,f,15-24,2005,3.0
IL,f,15-24,2006,1.0
IL,f,15-24,2007,4.0
IL,f,15-24,2008,4.0
IN,f,15-24,1995,179.0
IN,f,15-24,1996,618.0
IN,f,15-24,1997,861.0
IN,f,15-24,1998,1375.0
IN,f,15-24,1999,5497.0
IN,f,15-24,2000,14495.0
IN,f,15-24,2001,15973.0
IN,f,15-24,2002,28573.0
IN,f,15-24,2003,34511.0
IN,f,15-24,2004,41017.0
IN,f,15-24,2005,45136.0
IN,f,15-24,2006,47702.0
IN,f,15-24,2007,50289.0
IN,f,15-24,2008,51485.0
IQ,f,15-24,1995,304.0
IQ,f,15-24,1997,738.0
IQ,f,15-24,1998,806.0
IQ,f,15-24,1999,1208.0
IQ,f,15-24,2000,338.0
IQ,f,15-24,2001,362.0
IQ,f,15-24,2002,338.0
IQ,f,15-24,2003,258.0
IQ,f,15-24,2004,334.0
IQ,f,15-24,2005,305.0
IQ,f,15-24,2006,338.0
IQ,f,15-24,2007,289.0
IQ,f,15-24,2008,377.0
IR,f,15-24,1995,1039.0
IR,f,15-24,1996,599.0
IR,f,15-24,1997,518.0
IR,f,15-24,1998,561.0
IR,f,15-24,1999,551.0
IR,f,15-24,2000,593.0
IR,f,15-24,2001,621.0
IR,f,15-24,2002,558.0
IR,f,15-24,2003,442.0
IR,f,15-24,2004,419.0
IR,f,15-24,2005,394.0
IR,f,15-24,2006,430.0
IR,f,15-24,2007,394.0
IR,f,15-24,2008,386.0
IS,f,15-24,1995,0.0
IS,f,15-24,1996,1.0
IS,f,15-24,1997,1.0
IS,f,15-24,1998,0.0
IS,f,15-24,2002,0.0
IS,f,15-24,2003,0.0
IS,f,15-24,2004,0.0
IS,f,15-24,2005,0.0
IS,f,15-24,2006,0.0
IS,f,15-24,2007,0.0
IS,f,15-24,2008,0.0
IT,f,15-24,1995,52.0
IT,f,15-24,1996,53.0
IT,f,15-24,1997,74.0
IT,f,15-24,1998,105.0
IT,f,15-24,1999,49.0
IT,f,15-24,2000,38.0
IT,f,15-24,2001,37.0
IT,f,15-24,2002,51.0
IT,f,15-24,2003,63.0
IT,f,15-24,2004,48.0
IT,f,15-24,2005,80.0
IT,f,15-24,2006,88.0
IT,f,15-24,2007,74.0
IT,f,15-24,2008,65.0
JM,f,15-24,1995,7.0
JM,f,15-24,1996,5.0
JM,f,15-24,1997,5.0
JM,f,15-24,1998,8.0
JM,f,15-24,1999,5.0
JM,f,15-24,2000,8.0
JM,f,15-24,2001,2.0
JM,f,15-24,2002,3.0
JM,f,15-24,2003,7.0
JM,f,15-24,2004,4.0
JM,f,15-24,2005,1.0
JM,f,15-24,2006,2.0
JM,f,15-24,2007,5.0
JM,f,15-24,2008,8.0
JO,f,15-24,1995,15.0
JO,f,15-24,1996,8.0
JO,f,15-24,1997,8.0
JO,f,15-24,1998,7.0
JO,f,15-24,1999,8.0
JO,f,15-24,2000,8.0
JO,f,15-24,2001,8.0
JO,f,15-24,2002,9.0
JO,f,15-24,2003,6.0
JO,f,15-24,2004,10.0
JO,f,15-24,2005,6.0
JO,f,15-24,2006,8.0
JO,f,15-24,2007,9.0
JO,f,15-24,2008,20.0
JP,f,15-24,1995,258.0
JP,f,15-24,1996,224.0
JP,f,15-24,1997,248.0
JP,f,15-24,1998,243.0
JP,f,15-24,1999,236.0
JP,f,15-24,2000,222.0
JP,f,15-24,2001,175.0
JP,f,15-24,2002,192.0
JP,f,15-24,2003,203.0
JP,f,15-24,2004,182.0
JP,f,15-24,2005,187.0
JP,f,15-24,2006,179.0
JP,f,15-24,2007,134.0
JP,f,15-24,2008,115.0
KE,f,15-24,1995,1802.0
KE,f,15-24,1996,2290.0
KE,f,15-24,1997,2573.0
KE,f,15-24,1998,3315.0
KE,f,15-24,1999,3850.0
KE,f,15-24,2000,3916.0
KE,f,15-24,2001,4116.0
KE,f,15-24,2002,4542.0
KE,f,15-24,2003,5003.0
KE,f,15-24,2004,5458.0
KE,f,15-24,2005,5144.0
KE,f,15-24,2006,4953.0
KE,f,15-24,2007,4594.0
KE,f,15-24,2008,4355.0
KG,f,15-24,1995,70.0
KG,f,15-24,1996,90.0
KG,f,15-24,1997,115.0
KG,f,15-24,1998,68.0
KG,f,15-24,1999,137.0
KG,f,15-24,2000,128.0
KG,f,15-24,2001,133.0
KG,f,15-24,2002,153.0
KG,f,15-24,2003,178.0
KG,f,15-24,2004,196.0
KG,f,15-24,2005,215.0
KG,f,15-24,2006,228.0
KG,f,15-24,2007,216.0
KG,f,15-24,2008,209.0
KH,f,15-24,1995,388.0
KH,f,15-24,1996,27.0
KH,f,15-24,1998,367.0
KH,f,15-24,1999,445.0
KH,f,15-24,2000,457.0
KH,f,15-24,2001,455.0
KH,f,15-24,2002,600.0
KH,f,15-24,2003,691.0
KH,f,15-24,2004,658.0
KH,f,15-24,2005,790.0
KH,f,15-24,2006,749.0
KH,f,15-24,2007,749.0
KH,f,15-24,2008,808.0
KI,f,15-24,1996,3.0
KI,f,15-24,1997,0.0
KI,f,15-24,1998,7.0
KI,f,15-24,1999,9.0
KI,f,15-24,2000,5.0
KI,f,15-24,2001,7.0
KI,f,15-24,2002,15.0
KI,f,15-24,2003,20.0
KI,f,15-24,2004,31.0
KI,f,15-24,2005,22.0
KI,f,15-24,2006,15.0
KI,f,15-24,2007,13.0
KI,f,15-24,2008,33.0
KM,f,15-24,1995,13.0
KM,f,15-24,1996,7.0
KM,f,15-24,1998,7.0
KM,f,15-24,2000,9.0
KM,f,15-24,2001,10.0
KM,f,15-24,2002,11.0
KM,f,15-24,2003,5.0
KM,f,15-24,2005,10.0
KM,f,15-24,2006,5.0
KM,f,15-24,2008,6.0
KN,f,15-24,2008,0.0
KP,f,15-24,1997,205.0
KP,f,15-24,1998,11.0
KP,f,15-24,1999,162.0
KP,f,15-24,2000,683.0
KP,f,15-24,2001,690.0
KP,f,15-24,2002,1049.0
KP,f,15-24,2003,823.0
KP,f,15-24,2004,887.0
KP,f,15-24,2005,1127.0
KP,f,15-24,2006,725.0
KP,f,15-24,2007,1233.0
KP,f,15-24,2008,1259.0
KR,f,15-24,1995,908.0
KR,f,15-24,1996,950.0
KR,f,15-24,1997,790.0
KR,f,15-24,1998,765.0
KR,f,15-24,1999,704.0
KR,f,15-24,2000,546.0
KR,f,15-24,2001,839.0
KR,f,15-24,2002,759.0
KR,f,15-24,2003,681.0
KR,f,15-24,2004,659.0
KR,f,15-24,2005,590.0
KR,f,15-24,2006,579.0
KR,f,15-24,2007,570.0
KR,f,15-24,2008,483.0
KW,f,15-24,1995,8.0
KW,f,15-24,1996,12.0
KW,f,15-24,1997,17.0
KW,f,15-24,1998,13.0
KW,f,15-24,1999,9.0
KW,f,15-24,2000,11.0
KW,f,15-24,2001,13.0
KW,f,15-24,2002,15.0
KW,f,15-24,2003,16.0
KW,f,15-24,2004,14.0
KW,f,15-24,2005,13.0
KW,f,15-24,2006,17.0
KW,f,15-24,2007,26.0
KW,f,15-24,2008,33.0
KY,f,15-24,1998,0.0
KY,f,15-24,1999,1.0
KY,f,15-24,2003,0.0
KY,f,15-24,2004,0.0
KY,f,15-24,2006,0.0
KY,f,15-24,2007,0.0
KZ,f,15-24,1997,78.0
KZ,f,15-24,1998,625.0
KZ,f,15-24,1999,822.0
KZ,f,15-24,2000,999.0
KZ,f,15-24,2001,1040.0
KZ,f,15-24,2002,1035.0
KZ,f,15-24,2004,844.0
KZ,f,15-24,2005,751.0
KZ,f,15-24,2006,741.0
KZ,f,15-24,2007,782.0
KZ,f,15-24,2008,710.0
LA,f,15-24,1995,49.0
LA,f,15-24,1996,31.0
LA,f,15-24,1997,60.0
LA,f,15-24,1998,59.0
LA,f,15-24,1999,60.0
LA,f,15-24,2000,59.0
LA,f,15-24,2001,51.0
LA,f,15-24,2002,72.0
LA,f,15-24,2003,77.0
LA,f,15-24,2004,72.0
LA,f,15-24,2005,101.0
LA,f,15-24,2006,109.0
LA,f,15-24,2007,126.0
LA,f,15-24,2008,101.0
LB,f,15-24,1995,16.0
LB,f,15-24,1996,24.0
LB,f,15-24,1997,30.0
LB,f,15-24,1998,23.0
LB,f,15-24,1999,33.0
LB,f,15-24,2000,31.0
LB,f,15-24,2001,25.0
LB,f,15-24,2002,17.0
LB,f,15-24,2003,14.0
LB,f,15-24,2004,18.0
LB,f,15-24,2005,25.0
LB,f,15-24,2006,16.0
LB,f,15-24,2007,17.0
LB,f,15-24,2008,24.0
LC,f,15-24,1997,1.0
LC,f,15-24,1998,3.0
LC,f,15-24,1999,1.0
LC,f,15-24,2000,1.0
LC,f,15-24,2003,1.0
LC,f,15-24,2004,2.0
LC,f,15-24,2005,1.0
LC,f,15-24,2008,0.0
LK,f,15-24,1995,207.0
LK,f,15-24,1996,197.0
LK,f,15-24,1997,245.0
LK,f,15-24,1998,228.0
LK,f,15-24,1999,264.0
LK,f,15-24,2000,312.0
LK,f,15-24,2001,296.0
LK,f,15-24,2002,320.0
LK,f,15-24,2003,305.0
LK,f,15-24,2004,263.0
LK,f,15-24,2005,295.0
LK,f,15-24,2006,301.0
LK,f,15-24,2007,279.0
LK,f,15-24,2008,298.0
LR,f,15-24,1996,72.0
LR,f,15-24,1998,164.0
LR,f,15-24,2000,140.0
LR,f,15-24,2001,108.0
LR,f,15-24,2002,256.0
LR,f,15-24,2003,148.0
LR,f,15-24,2004,268.0
LR,f,15-24,2005,232.0
LR,f,15-24,2006,292.0
LR,f,15-24,2008,115.0
LS,f,15-24,1995,106.0
LS,f,15-24,1996,164.0
LS,f,15-24,1997,216.0
LS,f,15-24,1998,200.0
LS,f,15-24,2000,222.0
LS,f,15-24,2002,304.0
LS,f,15-24,2003,328.0
LS,f,15-24,2004,459.0
LS,f,15-24,2005,226.0
LS,f,15-24,2006,370.0
LS,f,15-24,2007,78.0
LS,f,15-24,2008,343.0
LT,f,15-24,1995,6.0
LT,f,15-24,1996,37.0
LT,f,15-24,1997,40.0
LT,f,15-24,1998,27.0
LT,f,15-24,1999,32.0
LT,f,15-24,2000,20.0
LT,f,15-24,2001,33.0
LT,f,15-24,2002,30.0
LT,f,15-24,2003,35.0
LT,f,15-24,2004,21.0
LT,f,15-24,2005,25.0
LT,f,15-24,2006,25.0
LT,f,15-24,2007,34.0
LT,f,15-24,2008,20.0
LU,f,15-24,1996,3.0
LU,f,15-24,1997,3.0
LU,f,15-24,1998,0.0
LU,f,15-24,2001,2.0
LU,f,15-24,2002,0.0
LU,f,15-24,2003,2.0
LU,f,15-24,2004,0.0
LU,f,15-24,2005,0.0
LU,f,15-24,2006,2.0
LU,f,15-24,2007,0.0
LU,f,15-24,2008,0.0
LV,f,15-24,1995,22.0
LV,f,15-24,1996,32.0
LV,f,15-24,1997,27.0
LV,f,15-24,1998,24.0
LV,f,15-24,1999,28.0
LV,f,15-24,2000,25.0
LV,f,15-24,2001,24.0
LV,f,15-24,2002,37.0
LV,f,15-24,2003,31.0
LV,f,15-24,2004,29.0
LV,f,15-24,2005,17.0
LV,f,15-24,2006,17.0
LV,f,15-24,2007,18.0
LV,f,15-24,2008,11.0
LY,f,15-24,1995,34.0
LY,f,15-24,1996,30.0
LY,f,15-24,1999,43.0
LY,f,15-24,2000,43.0
LY,f,15-24,2003,43.0
LY,f,15-24,2004,44.0
LY,f,15-24,2005,36.0
LY,f,15-24,2006,55.0
LY,f,15-24,2007,23.0
LY,f,15-24,2008,56.0
MA,f,15-24,1995,1708.0
MA,f,15-24,1996,1697.0
MA,f,15-24,1997,1799.0
MA,f,15-24,1998,1600.0
MA,f,15-24,1999,1654.0
MA,f,15-24,2000,1530.0
MA,f,15-24,2001,1477.0
MA,f,15-24,2002,1483.0
MA,f,15-24,2003,1455.0
MA,f,15-24,2004,1196.0
MA,f,15-24,2005,1330.0
MA,f,15-24,2006,1273.0
MA,f,15-24,2007,1177.0
MA,f,15-24,2008,1081.0
MC,f,15-24,1999,0.0
MD,f,15-24,1995,42.0
MD,f,15-24,1996,10.0
MD,f,15-24,1997,24.0
MD,f,15-24,1998,34.0
MD,f,15-24,1999,31.0
MD,f,15-24,2000,16.0
MD,f,15-24,2001,58.0
MD,f,15-24,2002,71.0
MD,f,15-24,2003,101.0
MD,f,15-24,2004,91.0
MD,f,15-24,2005,97.0
MD,f,15-24,2006,91.0
MD,f,15-24,2007,97.0
MD,f,15-24,2008,85.0
ME,f,15-24,2005,0.0
ME,f,15-24,2006,3.0
ME,f,15-24,2007,3.0
ME,f,15-24,2008,4.0
MG,f,15-24,1995,799.0
MG,f,15-24,1996,808.0
MG,f,15-24,1998,852.0
MG,f,15-24,2001,1010.0
MG,f,15-24,2002,983.0
MG,f,15-24,2003,1164.0
MG,f,15-24,2004,950.0
MG,f,15-24,2005,1012.0
MG,f,15-24,2006,1458.0
MG,f,15-24,2007,1456.0
MG,f,15-24,2008,1433.0
MH,f,15-24,1996,7.0
MH,f,15-24,1998,1.0
MH,f,15-24,1999,10.0
MH,f,15-24,2000,7.0
MH,f,15-24,2001,6.0
MH,f,15-24,2002,2.0
MH,f,15-24,2003,9.0
MH,f,15-24,2004,7.0
MH,f,15-24,2005,9.0
MH,f,15-24,2006,2.0
MH,f,15-24,2007,3.0
MH,f,15-24,2008,3.0
MK,f,15-24,1995,32.0
MK,f,15-24,1996,15.0
MK,f,15-24,1997,14.0
MK,f,15-24,1998,16.0
MK,f,15-24,1999,7.0
MK,f,15-24,2000,15.0
MK,f,15-24,2001,17.0
MK,f,15-24,2002,18.0
MK,f,15-24,2003,16.0
MK,f,15-24,2004,15.0
MK,f,15-24,2005,17.0
MK,f,15-24,2006,16.0
MK,f,15-24,2007,11.0
MK,f,15-24,2008,24.0
ML,f,15-24,1995,132.0
ML,f,15-24,1996,153.0
ML,f,15-24,1997,178.0
ML,f,15-24,1998,173.0
ML,f,15-24,1999,180.0
ML,f,15-24,2000,174.0
ML,f,15-24,2002,141.0
ML,f,15-24,2003,172.0
ML,f,15-24,2004,191.0
ML,f,15-24,2005,208.0
ML,f,15-24,2006,250.0
ML,f,15-24,2007,263.0
ML,f,15-24,2008,332.0
MM,f,15-24,1995,535.0
MM,f,15-24,1996,577.0
MM,f,15-24,1997,535.0
MM,f,15-24,1998,650.0
MM,f,15-24,1999,737.0
MM,f,15-24,2000,1040.0
MM,f,15-24,2001,1306.0
MM,f,15-24,2002,1563.0
MM,f,15-24,2003,1781.0
MM,f,15-24,2004,2020.0
MM,f,15-24,2005,2376.0
MM,f,15-24,2006,2453.0
MM,f,15-24,2007,2719.0
MM,f,15-24,2008,2526.0
MN,f,15-24,1994,27.0
MN,f,15-24,1995,70.0
MN,f,15-24,1996,98.0
MN,f,15-24,1997,109.0
MN,f,15-24,1998,162.0
MN,f,15-24,1999,205.0
MN,f,15-24,2000,200.0
MN,f,15-24,2001,253.0
MN,f,15-24,2002,263.0
MN,f,15-24,2003,254.0
MN,f,15-24,2004,283.0
MN,f,15-24,2005,320.0
MN,f,15-24,2006,372.0
MN,f,15-24,2007,273.0
MN,f,15-24,2008,283.0
MO,f,15-24,1995,9.0
MO,f,15-24,1996,10.0
MO,f,15-24,1997,10.0
MO,f,15-24,1998,9.0
MO,f,15-24,2000,10.0
MO,f,15-24,2001,5.0
MO,f,15-24,2002,7.0
MO,f,15-24,2003,7.0
MO,f,15-24,2004,5.0
MO,f,15-24,2005,5.0
MO,f,15-24,2006,7.0
MO,f,15-24,2007,10.0
MO,f,15-24,2008,7.0
MP,f,15-24,1995,0.0
MP,f,15-24,1996,1.0
MP,f,15-24,1998,3.0
MP,f,15-24,2000,10.0
MP,f,15-24,2001,5.0
MP,f,15-24,2002,9.0
MP,f,15-24,2003,3.0
MP,f,15-24,2004,1.0
MP,f,15-24,2005,0.0
MP,f,15-24,2006,2.0
MP,f,15-24,2007,0.0
MP,f,15-24,2008,0.0
MR,f,15-24,1997,131.0
MR,f,15-24,1999,157.0
MR,f,15-24,2004,102.0
MR,f,15-24,2006,109.0
MR,f,15-24,2007,103.0
MR,f,15-24,2008,127.0
MS,f,15-24,2003,0.0
MS,f,15-24,2004,0.0
MT,f,15-24,1995,0.0
MT,f,15-24,1996,0.0
MT,f,15-24,1997,0.0
MT,f,15-24,1998,1.0
MT,f,15-24,2002,0.0
MT,f,15-24,2003,0.0
MT,f,15-24,2004,0.0
MT,f,15-24,2005,0.0
MT,f,15-24,2006,0.0
MT,f,15-24,2007,2.0
MT,f,15-24,2008,1.0
MU,f,15-24,1995,4.0
MU,f,15-24,1998,9.0
MU,f,15-24,1999,13.0
MU,f,15-24,2000,5.0
MU,f,15-24,2002,3.0
MU,f,15-24,2003,6.0
MU,f,15-24,2004,6.0
MU,f,15-24,2005,4.0
MU,f,15-24,2006,3.0
MU,f,15-24,2007,4.0
MU,f,15-24,2008,2.0
MV,f,15-24,1995,13.0
MV,f,15-24,1996,12.0
MV,f,15-24,1997,15.0
MV,f,15-24,1998,13.0
MV,f,15-24,1999,10.0
MV,f,15-24,2000,11.0
MV,f,15-24,2001,10.0
MV,f,15-24,2002,8.0
MV,f,15-24,2003,8.0
MV,f,15-24,2004,8.0
MV,f,15-24,2005,10.0
MV,f,15-24,2006,6.0
MV,f,15-24,2007,5.0
MV,f,15-24,2008,7.0
MW,f,15-24,1995,802.0
MW,f,15-24,1996,887.0
MW,f,15-24,1997,1009.0
MW,f,15-24,1998,1131.0
MW,f,15-24,1999,1052.0
MW,f,15-24,2000,1038.0
MW,f,15-24,2001,1070.0
MW,f,15-24,2003,963.0
MW,f,15-24,2004,1009.0
MW,f,15-24,2005,913.0
MW,f,15-24,2006,848.0
MW,f,15-24,2007,768.0
MW,f,15-24,2008,707.0
MX,f,15-24,1996,685.0
MX,f,15-24,1998,856.0
MX,f,15-24,1999,773.0
MX,f,15-24,2000,663.0
MX,f,15-24,2001,1131.0
MX,f,15-24,2002,769.0
MX,f,15-24,2003,850.0
MX,f,15-24,2004,760.0
MX,f,15-24,2005,771.0
MX,f,15-24,2006,696.0
MX,f,15-24,2007,645.0
MX,f,15-24,2008,752.0
MY,f,15-24,1995,446.0
MY,f,15-24,1996,457.0
MY,f,15-24,1997,535.0
MY,f,15-24,1998,519.0
MY,f,15-24,1999,513.0
MY,f,15-24,2000,464.0
MY,f,15-24,2001,510.0
MY,f,15-24,2002,421.0
MY,f,15-24,2003,969.0
MY,f,15-24,2004,925.0
MY,f,15-24,2005,1044.0
MY,f,15-24,2006,30.0
MY,f,15-24,2007,1098.0
MY,f,15-24,2008,1161.0
MZ,f,15-24,1995,994.0
MZ,f,15-24,1996,1060.0
MZ,f,15-24,1997,1147.0
NC,f,15-24,1995,1.0
NC,f,15-24,1996,2.0
NC,f,15-24,1999,0.0
NC,f,15-24,2000,8.0
NC,f,15-24,2001,1.0
NC,f,15-24,2002,4.0
NC,f,15-24,2003,0.0
NC,f,15-24,2004,2.0
NC,f,15-24,2005,1.0
NC,f,15-24,2006,1.0
NC,f,15-24,2007,0.0
NC,f,15-24,2008,0.0
NE,f,15-24,1997,70.0
NE,f,15-24,1998,92.0
NE,f,15-24,2000,123.0
NE,f,15-24,2003,201.0
NE,f,15-24,2005,214.0
NE,f,15-24,2006,270.0
NE,f,15-24,2007,287.0
NE,f,15-24,2008,259.0
NG,f,15-24,1995,842.0
NG,f,15-24,1996,1954.0
NG,f,15-24,1997,1556.0
NG,f,15-24,1998,1856.0
NG,f,15-24,2000,2934.0
NG,f,15-24,2001,2619.0
NG,f,15-24,2002,2633.0
NG,f,15-24,2003,3394.0
NG,f,15-24,2004,3768.0
NG,f,15-24,2005,3996.0
NG,f,15-24,2006,4029.0
NG,f,15-24,2007,4522.0
NG,f,15-24,2008,4431.0
NI,f,15-24,1995,176.0
NI,f,15-24,1996,200.0
NI,f,15-24,1997,212.0
NI,f,15-24,1998,202.0
NI,f,15-24,1999,194.0
NI,f,15-24,2000,188.0
NI,f,15-24,2001,188.0
NI,f,15-24,2002,149.0
NI,f,15-24,2003,174.0
NI,f,15-24,2004,159.0
NI,f,15-24,2005,135.0
NI,f,15-24,2006,168.0
NI,f,15-24,2007,158.0
NI,f,15-24,2008,165.0
NL,f,15-24,1995,56.0
NL,f,15-24,1996,24.0
NL,f,15-24,1997,17.0
NL,f,15-24,1998,19.0
NL,f,15-24,1999,26.0
NL,f,15-24,2000,29.0
NL,f,15-24,2001,26.0
NL,f,15-24,2002,27.0
NL,f,15-24,2003,16.0
NL,f,15-24,2004,20.0
NL,f,15-24,2005,14.0
NL,f,15-24,2006,15.0
NL,f,15-24,2007,12.0
NL,f,15-24,2008,13.0
NO,f,15-24,1995,4.0
NO,f,15-24,1996,4.0
NO,f,15-24,1997,3.0
NO,f,15-24,1998,8.0
NO,f,15-24,1999,3.0
NO,f,15-24,2000,3.0
NO,f,15-24,2001,6.0
NO,f,15-24,2002,3.0
NO,f,15-24,2003,4.0
NO,f,15-24,2004,3.0
NO,f,15-24,2005,4.0
NO,f,15-24,2006,5.0
NO,f,15-24,2007,4.0
NO,f,15-24,2008,1.0
NP,f,15-24,1996,853.0
NP,f,15-24,1998,1112.0
NP,f,15-24,1999,1239.0
NP,f,15-24,2000,1267.0
NP,f,15-24,2001,1295.0
NP,f,15-24,2002,1203.0
NP,f,15-24,2003,1283.0
NP,f,15-24,2004,1282.0
NP,f,15-24,2005,1208.0
NP,f,15-24,2006,1164.0
NP,f,15-24,2007,1149.0
NP,f,15-24,2008,832.0
NR,f,15-24,1999,0.0
NR,f,15-24,2003,0.0
NR,f,15-24,2006,0.0
NR,f,15-24,2007,0.0
NR,f,15-24,2008,0.0
NU,f,15-24,2002,1.0
NU,f,15-24,2004,0.0
NU,f,15-24,2005,0.0
NU,f,15-24,2006,0.0
NU,f,15-24,2007,0.0
NZ,f,15-24,1995,2.0
NZ,f,15-24,1996,6.0
NZ,f,15-24,1997,4.0
NZ,f,15-24,1998,11.0
NZ,f,15-24,1999,6.0
NZ,f,15-24,2000,6.0
NZ,f,15-24,2001,9.0
NZ,f,15-24,2002,15.0
NZ,f,15-24,2003,18.0
NZ,f,15-24,2004,10.0
NZ,f,15-24,2005,11.0
NZ,f,15-24,2006,12.0
NZ,f,15-24,2007,14.0
NZ,f,15-24,2008,8.0
OM,f,15-24,1995,18.0
OM,f,15-24,1996,18.0
OM,f,15-24,1997,14.0
OM,f,15-24,1998,14.0
OM,f,15-24,1999,16.0
OM,f,15-24,2000,17.0
OM,f,15-24,2001,17.0
OM,f,15-24,2002,41.0
OM,f,15-24,2003,26.0
OM,f,15-24,2004,0.0
OM,f,15-24,2005,13.0
OM,f,15-24,2006,21.0
OM,f,15-24,2007,22.0
OM,f,15-24,2008,20.0
PA,f,15-24,1995,120.0
PA,f,15-24,1996,62.0
PA,f,15-24,1997,45.0
PA,f,15-24,1998,9.0
PA,f,15-24,1999,83.0
PA,f,15-24,2000,43.0
PA,f,15-24,2001,45.0
PA,f,15-24,2002,50.0
PA,f,15-24,2003,51.0
PA,f,15-24,2004,98.0
PA,f,15-24,2005,73.0
PA,f,15-24,2006,64.0
PA,f,15-24,2007,56.0
PA,f,15-24,2008,56.0
PE,f,15-24,1995,1005.0
PE,f,15-24,1996,896.0
PE,f,15-24,1997,4560.0
PE,f,15-24,1998,4560.0
PE,f,15-24,1999,4783.0
PE,f,15-24,2000,3686.0
PE,f,15-24,2001,4015.0
PE,f,15-24,2002,688.0
